"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FRX4QI8R","manuscript","","O'Grady, Geoffrey N.","Adnyamathanha wordlist","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0064","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJ2FJ58C","manuscript","","Nordlinger, Rachel; Jones, Caroline","Birlinarra","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0661","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJMNKA37","manuscript","1988","Breen, Gavan","Bularnu grammar and vocabulary machine-readable files","","","","","","","1988","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0007","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3FBSF3U","manuscript","1988","Waters, Bruce","Djinang dictionary","","","","","","","1988","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0009","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GQD43UU","manuscript","","Furby, E. S.; Furby, C. E.","Garawa","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0471","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PY95MC9","manuscript","","Furby, Edward S.; Furby, Christine E.","Garawa dictionary","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0471","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28JDU4D7","manuscript","","Furby, C. E.; Furby, E. S.; Rogers, A.; Rogers, L.","Garawa/Wanyi wordlist","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0244","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVUUEIHX","manuscript","1988","McGregor, William","Gooniyandi","","","","","","","1988","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0010","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQNRCCPR","manuscript","","McNair, Norm; McNair, Helen","Gurindji dictionary","","","","","","","n.d.","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0207","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBQEJFH8","bookSection","1981","McNair, Norm; McNair, Helen; McConvell, Patrick","Gurindji wordlist","Sourcebook for central Australian languages","","","","","General information, bibliography and E-L 150-word list for; Adnyamathanha, Alawa, Alyawarra, Anmajirra, Antekerrepenh, Arabana, Aranda, Diyari, Gurindji, Jaru, Jingilu, Karawa, Kaytej, Kriol, Kukatja, Kutanji, Malngin, Mudbura, Ngaanyatjarra, Ngari, Ngarinman, Ngarnji, Nyininy, Pilinara, Pintupi, Pitjantjatjara, Pitta-pitta, Wakaya, Walmathari, Wampaya, Wangkanguru, Wanyi, Warlmanpa, Warlpiri, Warluwara, Warumungu, Yandruwandha, Yankunytjatjara, Yanyuwa; notes on Aboriginal English, Antikirinya, Mantjintja, Ngaatjatjara, Ngalea, Wailpi, Wangkamala","1981","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0118","","","","Institute for Aboriginal Development","Alice Springs, Australia","","","","","","mura.aiatsis.gov.au Library Catalog","0006","Year: 1981 Description: vii, 333] p Local call number: REF 499.15 MEN Local call number: B M547.30/S1 Accession no: 5858b Access: Not for Inter-Library Loan Annotation: General information, bibliography and E-L 150-word list for; Adnyamathanha, Alawa, Alyawarra, Anmajirra, Antekerrepenh, Arabana, Aranda, Diyari, Gurindji, Jaru, Jingilu, Karawa, Kaytej, Kriol, Kukatja, Kutanji, Malngin, Mudbura, Ngaanyatjarra, Ngari, Ngarinman, Ngarnji, Nyininy, Pilinara, Pintupi, Pitjantjatjara, Pitta-pitta, Wakaya, Walmathari, Wampaya, Wangkanguru, Wanyi, Warlmanpa, Warlpiri, Warluwara, Warumungu, Yandruwandha, Yankunytjatjara, Yanyuwa; notes on Aboriginal English, Antikirinya, Mantjintja, Ngaatjatjara, Ngalea, Wailpi, Wangkamala Acquisitions source: Copies 2 & 3 donated by National Library of Australia Topical: Language - English - Aboriginal English Topical: Language - Kriol Topical: Language - Change Topical: Language - Linguistics - Language classification Topical: Language - Vocabulary - Word lists Place: Northern Territory - North NT Place: South Central Northern Territory (NT) Place: Western Desert (WA SF51, SF52, SG51, SG52) Place: Western Australia - Central Australia (WA SE52, SF52, SG52) Place: South Australia - Central Australia (SA SG52, SG53) Place: South Australia - Far West (SA SH52, SI52) Place: South Australia - West (SA SH53, SI53) Place: Queensland Gulf country (Qld SE54) Place: Queensland Far North West (Qld Far NW SE54) Language/Group: Adnyamathanha language (L10) (SA SH54-09) Language/Group: Adnyamathanha people (L10) (SA SH54-09) Language/Group: Alawa language (N92) (NT SD53-10) Language/Group: Alawa people (N92) (NT SD53-10) Language/Group: Alyawarr / Alyawarre language (C14) (NT SF53-07) Language/Group: Alyawarr / Alyawarre people (C14) (NT SF53-07) Language/Group: Anmatyerre / Anmatyerr language (C8.1) (NT SF53-09) Language/Group: Anmatyerre / Anmatyerr people (C8.1) (NT SF53-09) Language/Group: Antekerrepenh / Antekerrepinhe / Andegerebenha language (C12) (NT SF53-12) Language/Group: Antekerrepenh / Antekerrepinhe / Andegerebenha people (C12) (NT SF53-12) Language/Group: Antakirinya / Antikirinya / Antakarinja language (C5) (SA SG53-14) Language/Group: Antakirinya / Antikirinya / Antakarinja people (C5) (SA SG53-14) Language/Group: Arabana / Arabunna language (L13) (SA SH53-03) Language/Group: Arabana / Arabunna people (L13) (SA SH53-03) Language/Group: Arrernte / Aranda language (C8) (NT SG53-02) Language/Group: Arrernte / Aranda people (C8) (NT SG53-02) Language/Group: Ayerrerenge / Yuruwinga language (G12) (NT SF54-05) Language/Group: Ayerrerenge / Yuruwinga people (G12) (NT SF54-05) Language/Group: Bilinara language (N36) (NT SD52-16) Language/Group: Bilinara people (N36) (NT SD52-16) Language/Group: Diyari / Dieri language (L17) (SA SH54-01) Language/Group: Diyari / Dieri people (L17) (SA SH54-01) Language/Group: Jaru / Djaru language (K12) (WA SE 52-10) Language/Group: Jaru / Djaru people (K12) (WA SE52-10) Language/Group: Jingulu / Djingili / Jingili language (C22) (NT SE53-06) Language/Group: Jingulu / Djingili / Jingili people (C22) (NT SE53-06) Language/Group: Garrwa / Garrawa / Garawa language (N155) (NT SE53-08) Language/Group: Garrwa / Garrawa / Garawa people (N155) (NT SE53-08) Language/Group: Gurindji language (C20) (NT SE52-08) Language/Group: Gurindji people (C20) (NT SE52-08) Language/Group: Kaytetye / Kaytej language (C13) (NT SF53-06) Language/Group: Kaytetye / Kaytej people (C13) (NT SF53-06) Language/Group: Kokatha language (C3) (SA SH53-06) Language/Group: Kokatha people (C3) (SA SH53-06) Language/Group: Kukatja language (A68) (WA SF52-02) Language/Group: Kukatja people (A68) (WA SF52-02) Language/Group: Gurdanji / Kurdanji / Gudanji language (C26) (NT SE53-07) Language/Group: Gurdanji / Kurdanji / Gudanji people (C26) (NT SE53-07) Language/Group: Luritja / Loritja language (C7.1) (NT SG52-04) Language/Group: Luritja / Loritja people (C7.1) (NT SG52-04) Language/Group: Malngin language (K30) (WA SE52-06) Language/Group: Malngin people (K30) (WA SE52-06) Language/Group: Mudburra language (C25) (NT SE53-05) Language/Group: Mudburra people (C25) (NT SE53-05) Language/Group: Ngaanyatjarra language (A38) (WA SG51-08) Language/Group: Ngaanyatjarra people (A38) (WA SG51-08) Language/Group: Ngaatjatjara language (A43) (WA SG50-12) Language/Group: Ngaatjatjara people (A43) (WA SG50-12) Language/Group: Ngalia / Ngalea language (C2) (SA SH52-07) Language/Group: Ngalia / Ngalea people (C2) (SA SH52-07) Language/Group: Ngarinman / Ngarinyman language (C27) (NT SE52-01) Language/Group: Ngarinman / Ngarinyman people (C27) (NT SE52-01) Language/Group: Ngarnji / Ngewin language (N121) (NT SD53-15) Language/Group: Ngarnji / Ngewin people (N121) (NT SD53-15) Language/Group: Nyininy language (K7) (WA SE 52-10) Language/Group: Nyininy people (K7) (WA SE52-10) Language/Group: Pintupi language (C10) (NT SF52-11) Language/Group: Pintupi people (C10) (NT SF52-11) Language/Group: Pitjantjatjara language (C6) (NT SG52-11) Language/Group: Pitjantjatjara people (C6) (NT SG52-11) Language/Group: Pitta Pitta / Bittha Bittha language (G6) (Qld SF54-10) Language/Group: Pitta Pitta / Bittha Bittha people (G6) (Qld SF54-10) Language/Group: Waanyi language (G23) (Qld SE54-09) Language/Group: Waanyi people (G23) (Qld SE54-09) Language/Group: Wakaya language (C16) (NT SE53-15) Language/Group: Wakaya people (C16) (NT SE53-15) Language/Group: Walmajarri / Walmatjarri language (A66) (WA SE51-16) Language/Group: Walmajarri / Walmatjarri people (A66) (WA SE51-16) Language/Group: Wampaya / Wambaya people (C19) (NT SE53-11) Language/Group: Wanggamala language (C9) (Qld SG54-05) Language/Group: Wanggamala people (C9) (Qld SG54-05) Language/Group: Wangkangurru / Wangganguru language (L27) (SA SG53-12) Language/Group: Wangkangurru / Wangganguru people (L27) (SA SG53-12) Language/Group: Warlmanpa language (C17) (NT SE53-10) Language/Group: Warlmanpa people (C17) (NT SE53-10) Language/Group: Warlpiri language (C15) (NT SF52-04) Language/Group: Warlpiri people (C15) (NT SF52-04) Language/Group: Warluwarra language (G10) (Qld SF54-05) Language/Group: Warluwarra people (G10) (Qld SF54-05) Language/Group: Warumungu language (C18) (NT SE53-01) Language/Group: Warumungu people (C18) (NT SE53-10) Language/Group: Yandruwantha / Yandruwandha language (L18) (SA SH54-02) Language/Group: Yandruwantha / Yandruwandha people (L18) (SA SH54-02) Language/Group: Yankunytjatjara language (C4) (NT SG52-16) Language/Group: Yankunytjatjara people (C4) (NT SG52-16) Language/Group: Yanyuwa / Yanuwa language (N153) (NT SE53-04) Language/Group: Yanyuwa / Yanuwa people (N153) (NT SE53-04)","","","","Garrwa; Wanyi; Warumungu; Wakaya; Warluwarra; Yanyuwa; #nosource; fix_chirila_key","","Menning, Kathy; Nash, David","","","","","","","","","","","","","","","","","","","Pilot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQYYMXFF","manuscript","1991","Geytenbeek, Brian; Geytenbeek, Helen","(Interim) Nyangumarta - English dictionary, with English - Nyangumarta finder-list","","","","","","","1991","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0217","","","","","","","","","","","","#nosource; fix_chirila_key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLSUAAEQ","bookSection","1981","Tsunoda, Tasaku; Hudson, Joyce","Jaru wordlist","Sourcebook for central Australian languages","","","","","General information, bibliography and E-L 150-word list for; Adnyamathanha, Alawa, Alyawarra, Anmajirra, Antekerrepenh, Arabana, Aranda, Diyari, Gurindji, Jaru, Jingilu, Karawa, Kaytej, Kriol, Kukatja, Kutanji, Malngin, Mudbura, Ngaanyatjarra, Ngari, Ngarinman, Ngarnji, Nyininy, Pilinara, Pintupi, Pitjantjatjara, Pitta-pitta, Wakaya, Walmathari, Wampaya, Wangkanguru, Wanyi, Warlmanpa, Warlpiri, Warluwara, Warumungu, Yandruwandha, Yankunytjatjara, Yanyuwa; notes on Aboriginal English, Antikirinya, Mantjintja, Ngaatjatjara, Ngalea, Wailpi, Wangkamala","1981","2023-02-12 15:18:09","2023-02-12 15:19:43","","","","","","","","","Aboriginal Studies Electronic Data Archive (ASEDA) 0119","","","","Institute for Aboriginal Development","Alice Springs, Australia","","","","","","mura.aiatsis.gov.au Library Catalog","0006","Year: 1981 Description: vii, 333] p Local call number: REF 499.15 MEN Local call number: B M547.30/S1 Accession no: 5858b Access: Not for Inter-Library Loan Annotation: General information, bibliography and E-L 150-word list for; Adnyamathanha, Alawa, Alyawarra, Anmajirra, Antekerrepenh, Arabana, Aranda, Diyari, Gurindji, Jaru, Jingilu, Karawa, Kaytej, Kriol, Kukatja, Kutanji, Malngin, Mudbura, Ngaanyatjarra, Ngari, Ngarinman, Ngarnji, Nyininy, Pilinara, Pintupi, Pitjantjatjara, Pitta-pitta, Wakaya, Walmathari, Wampaya, Wangkanguru, Wanyi, Warlmanpa, Warlpiri, Warluwara, Warumungu, Yandruwandha, Yankunytjatjara, Yanyuwa; notes on Aboriginal English, Antikirinya, Mantjintja, Ngaatjatjara, Ngalea, Wailpi, Wangkamala Acquisitions source: Copies 2 & 3 donated by National Library of Australia Topical: Language - English - Aboriginal English Topical: Language - Kriol Topical: Language - Change Topical: Language - Linguistics - Language classification Topical: Language - Vocabulary - Word lists Place: Northern Territory - North NT Place: South Central Northern Territory (NT) Place: Western Desert (WA SF51, SF52, SG51, SG52) Place: Western Australia - Central Australia (WA SE52, SF52, SG52) Place: South Australia - Central Australia (SA SG52, SG53) Place: South Australia - Far West (SA SH52, SI52) Place: South Australia - West (SA SH53, SI53) Place: Queensland Gulf country (Qld SE54) Place: Queensland Far North West (Qld Far NW SE54) Language/Group: Adnyamathanha language (L10) (SA SH54-09) Language/Group: Adnyamathanha people (L10) (SA SH54-09) Language/Group: Alawa language (N92) (NT SD53-10) Language/Group: Alawa people (N92) (NT SD53-10) Language/Group: Alyawarr / Alyawarre language (C14) (NT SF53-07) Language/Group: Alyawarr / Alyawarre people (C14) (NT SF53-07) Language/Group: Anmatyerre / Anmatyerr language (C8.1) (NT SF53-09) Language/Group: Anmatyerre / Anmatyerr people (C8.1) (NT SF53-09) Language/Group: Antekerrepenh / Antekerrepinhe / Andegerebenha language (C12) (NT SF53-12) Language/Group: Antekerrepenh / Antekerrepinhe / Andegerebenha people (C12) (NT SF53-12) Language/Group: Antakirinya / Antikirinya / Antakarinja language (C5) (SA SG53-14) Language/Group: Antakirinya / Antikirinya / Antakarinja people (C5) (SA SG53-14) Language/Group: Arabana / Arabunna language (L13) (SA SH53-03) Language/Group: Arabana / Arabunna people (L13) (SA SH53-03) Language/Group: Arrernte / Aranda language (C8) (NT SG53-02) Language/Group: Arrernte / Aranda people (C8) (NT SG53-02) Language/Group: Ayerrerenge / Yuruwinga language (G12) (NT SF54-05) Language/Group: Ayerrerenge / Yuruwinga people (G12) (NT SF54-05) Language/Group: Bilinara language (N36) (NT SD52-16) Language/Group: Bilinara people (N36) (NT SD52-16) Language/Group: Diyari / Dieri language (L17) (SA SH54-01) Language/Group: Diyari / Dieri people (L17) (SA SH54-01) Language/Group: Jaru / Djaru language (K12) (WA SE 52-10) Language/Group: Jaru / Djaru people (K12) (WA SE52-10) Language/Group: Jingulu / Djingili / Jingili language (C22) (NT SE53-06) Language/Group: Jingulu / Djingili / Jingili people (C22) (NT SE53-06) Language/Group: Garrwa / Garrawa / Garawa language (N155) (NT SE53-08) Language/Group: Garrwa / Garrawa / Garawa people (N155) (NT SE53-08) Language/Group: Gurindji language (C20) (NT SE52-08) Language/Group: Gurindji people (C20) (NT SE52-08) Language/Group: Kaytetye / Kaytej language (C13) (NT SF53-06) Language/Group: Kaytetye / Kaytej people (C13) (NT SF53-06) Language/Group: Kokatha language (C3) (SA SH53-06) Language/Group: Kokatha people (C3) (SA SH53-06) Language/Group: Kukatja language (A68) (WA SF52-02) Language/Group: Kukatja people (A68) (WA SF52-02) Language/Group: Gurdanji / Kurdanji / Gudanji language (C26) (NT SE53-07) Language/Group: Gurdanji / Kurdanji / Gudanji people (C26) (NT SE53-07) Language/Group: Luritja / Loritja language (C7.1) (NT SG52-04) Language/Group: Luritja / Loritja people (C7.1) (NT SG52-04) Language/Group: Malngin language (K30) (WA SE52-06) Language/Group: Malngin people (K30) (WA SE52-06) Language/Group: Mudburra language (C25) (NT SE53-05) Language/Group: Mudburra people (C25) (NT SE53-05) Language/Group: Ngaanyatjarra language (A38) (WA SG51-08) Language/Group: Ngaanyatjarra people (A38) (WA SG51-08) Language/Group: Ngaatjatjara language (A43) (WA SG50-12) Language/Group: Ngaatjatjara people (A43) (WA SG50-12) Language/Group: Ngalia / Ngalea language (C2) (SA SH52-07) Language/Group: Ngalia / Ngalea people (C2) (SA SH52-07) Language/Group: Ngarinman / Ngarinyman language (C27) (NT SE52-01) Language/Group: Ngarinman / Ngarinyman people (C27) (NT SE52-01) Language/Group: Ngarnji / Ngewin language (N121) (NT SD53-15) Language/Group: Ngarnji / Ngewin people (N121) (NT SD53-15) Language/Group: Nyininy language (K7) (WA SE 52-10) Language/Group: Nyininy people (K7) (WA SE52-10) Language/Group: Pintupi language (C10) (NT SF52-11) Language/Group: Pintupi people (C10) (NT SF52-11) Language/Group: Pitjantjatjara language (C6) (NT SG52-11) Language/Group: Pitjantjatjara people (C6) (NT SG52-11) Language/Group: Pitta Pitta / Bittha Bittha language (G6) (Qld SF54-10) Language/Group: Pitta Pitta / Bittha Bittha people (G6) (Qld SF54-10) Language/Group: Waanyi language (G23) (Qld SE54-09) Language/Group: Waanyi people (G23) (Qld SE54-09) Language/Group: Wakaya language (C16) (NT SE53-15) Language/Group: Wakaya people (C16) (NT SE53-15) Language/Group: Walmajarri / Walmatjarri language (A66) (WA SE51-16) Language/Group: Walmajarri / Walmatjarri people (A66) (WA SE51-16) Language/Group: Wampaya / Wambaya people (C19) (NT SE53-11) Language/Group: Wanggamala language (C9) (Qld SG54-05) Language/Group: Wanggamala people (C9) (Qld SG54-05) Language/Group: Wangkangurru / Wangganguru language (L27) (SA SG53-12) Language/Group: Wangkangurru / Wangganguru people (L27) (SA SG53-12) Language/Group: Warlmanpa language (C17) (NT SE53-10) Language/Group: Warlmanpa people (C17) (NT SE53-10) Language/Group: Warlpiri language (C15) (NT SF52-04) Language/Group: Warlpiri people (C15) (NT SF52-04) Language/Group: Warluwarra language (G10) (Qld SF54-05) Language/Group: Warluwarra people (G10) (Qld SF54-05) Language/Group: Warumungu language (C18) (NT SE53-01) Language/Group: Warumungu people (C18) (NT SE53-10) Language/Group: Yandruwantha / Yandruwandha language (L18) (SA SH54-02) Language/Group: Yandruwantha / Yandruwandha people (L18) (SA SH54-02) Language/Group: Yankunytjatjara language (C4) (NT SG52-16) Language/Group: Yankunytjatjara people (C4) (NT SG52-16) Language/Group: Yanyuwa / Yanuwa language (N153) (NT SE53-04) Language/Group: Yanyuwa / Yanuwa people (N153) (NT SE53-04)","","","","Garrwa; Wanyi; Warumungu; Wakaya; Warluwarra; Yanyuwa; #nosource; fix_chirila_key","","Menning, Kathy; Nash, David","","","","","","","","","","","","","","","","","","","Pilot","","","","","","","","","","","","","","","","","","","","","","","","","",""
